"row_names","ZMYND8","TPCN1","HEG1","HACE1","LDLR","MOCS1","KIR2DS2","ACADM","PIK3IP1","PBRM1","TBC1D15","DBNDD1","ZFP64","GALNT12","UBALD1","ARHGAP9","LSS","LOC100133227","LOC100131066","LOC100130899","N4BP3","LINC01531","LOC100507281","CREB3L2","ERMP1","NEK1","PIAS3","BICDL2","GPM6A","ZBTB8A","ABCC5","BMPR2","ZXDC","RAMP1","HEMK1","NMRK1","RPL5","PSME2","SCD5","KMT2A","RGS16","CD38","SHOX2","FAM189B","PPM1M","PADI2","TROAP","IFI6","DDX46","USP18","CST7","DHRS1","LITAF","CDK2AP2","POF1B","HPGDS","NTN5","SH2D1B","SORD","RBMY2FP","TRGV7","BTRC","MLC1","FITM2","RPS10P7","CENPC","FBXL2","ALDH6A1","MTMR1","SPEM1","TRGV5","XK","RBM45","NPL","ADHFE1","LDHD","SMAD6","ANAPC4","MRAP","PRF1","AUTS2","COA6","ASPH","KLHL10","NECAB1","MGC4771","TPSD1","CRYBB2","CSF2RB","TRBV19","HIST1H3G","ING1","CCL23","IL18R1","WASHC1","PCDHB2","YIPF7","MGARP","MAP3K8","ABCD2","BANF1","IFT74","AGMO","LIN54","OAS3","RB1CC1","ZMYND11","HK2","IL2RG","NAGA","KRT2","PMS1","AGTR2","ZNF818P","CDY2B","PRY2","CDY1B","ZSCAN2","AGPAT4","HERC4","CTSL3P","ACR","ACTN2","CDK8","CREBL2","ACAA1","ARNT","AUH","CAT","CCR3","ATF2","FCER1A","GNAL","INSM1","ITGA5","MTAP","ODF2","OVGP1","SERPINB2","PHB","POU2F1","PPP1CB","PTPN9","ATXN2","SELPLG","TGIF1","UNG","ZNF133","ADAM12","HIST1H3H","CD83","CD163","SEMA4F","CDH1","EPRS","FOXA3","NAIP","STK17A","SPTLC2","MTOR","PLA2G7","CCS","GRK3","HCLS1","DMXL1","SMO","AKAP9","RNF41","MPHOSPH6","SMAD7","GZMA","PPP2R5D","FBLN5","TBL3","RELB","PDIA5","TKTL1","PITPNC1","IKBKE","SLC25A13","CADM1","CLDN15","UBE3C","PIEZO1","RNF144A","SNX19","KIAA0141","NCAPD2","POLA1","TCP11L1","PPP3CB","CAPN3","ZNF767P","PCDHGA6","OMA1","APOL1","RNF135","ZDHHC16","HNRNPA3P1","ABCG1","SKIL","KIR2DL4","LOC401957","EEF1B2P5","LOC439962","LOC643654","LOC644193","RPL37AP8","LOC644590","LOC645529","FAM90A22P","PHKA1P1","RPS28P4","LOC646543"
"CONTROL.GSM999991","12.8103","9.2752","10.2775","5.5628","10.0223","7.3516","12.083","8.7267","11.8313","10.0583","9.2217","6.4007","9.2214","8.9695","8.1137","12.944","7.8129","6.5872","5.7637","6.3578","6.949","8.5017","10.37","8.4703","9.8256","5.5637","6.4126","5.9886","9.197","8.5878","10.6659","6.8603","7.7997","6.227","9.3336","7.7459","13.9605","12.2975","7.5838","14.937","9.4877","11.4218","6.187","8.7076","11.7115","9.9991","7.5339","9.4871","8.3131","10.601","10.2975","11.4326","13.2828","9.91","8.2764","6.6474","5.9707","9.894","8.1094","5.3135","6.2826","9.0233","6.0238","6.1032","13.3356","8.4423","9.4882","9.0036","10.1586","6.1313","11.0333","7.7107","6.8591","9.4559","8.2303","7.2822","5.7822","6.8517","6.9641","11.1427","8.9286","5.9362","11.7447","9.3163","6.3816","7.5851","7.781","10.1862","10.1704","11.6831","13.6429","11.3","7.2482","8.2264","8.3759","6.3979","8.7178","7.0823","10.5763","8.0548","12.1375","7.4108","5.5346","9.4415","10.6649","9.8132","11.47","7.9155","13.8982","11.8192","8.7683","5.746","5.9601","7.5943","7.5242","5.9483","5.6997","9.2302","10.4092","6.5114","7.6574","7.6136","6.7824","9.9269","8.8182","9.5442","8.4598","6.2116","11.7643","10.4798","9.7911","7.6282","7.0506","6.3415","10.1368","7.2793","7.1819","8.3254","7.7246","11.1073","10.7259","9.0892","10.387","10.2274","11.7735","8.9811","8.6444","9.2102","8.6233","13.0703","10.5157","12.681","9.4253","7.0977","7.6241","5.6119","6.6643","8.4044","7.9076","10.4259","7.0796","9.1507","10.9981","13.6086","5.8275","5.7136","10.1482","12.1934","8.1939","9.863","11.9055","9.1437","8.868","10.4017","11.937","6.9699","9.4337","6.6996","7.6718","8.4999","6.5778","7.1723","7.2543","12.163","6.6631","6.9589","8.7574","10.5414","6.2869","11.5058","10.3495","10.3101","9.0891","5.8639","8.8232","10.2779","8.1042","8.9597","9.492","10.6767","7.7318","11.7452","11.0119","13.4342","8.7813","5.9158","9.3975","14.7972","10.2586","6.49","8.6562","10.0663","13.6462","6.1698"
"CONTROL.GSM999992","11.463","10.0692","10.2126","5.6255","10.1031","8.7214","11.3","9.0657","13.2953","8.8142","10.9407","7.5361","8.7389","8.3649","8.9171","13.5376","8.0913","7.1324","5.9101","6.1049","7.3727","6.3084","9.8886","8.5945","9.7279","5.5038","7.8856","6.5996","9.1544","6.3349","9.9646","8.5427","8.042","6.6263","10.5682","8.9366","14.4545","12.9794","6.7801","14.9144","9.3014","10.4046","7.6597","9.6811","12.3893","9.3247","8.3985","9.8295","8.4337","9.2254","11.5615","11.2791","13.8707","10.6959","10.1","6.4065","6.3242","10.5889","7.6171","5.4041","5.5369","9.5196","6.4299","6.3979","13.6602","8.7898","7.3542","9.5465","11.3287","6.8214","9.0756","9.179","6.8495","8.9049","8.3448","7.4417","5.8008","7.3902","6.3641","13.1126","8.9326","5.9645","11.5511","7.4954","6.5032","7.528","7.5147","9.351","9.6512","11.5297","14.1124","11.1852","6.0533","8.3943","9.8876","7.6691","6.8624","6.1625","11.3773","8.5436","12.2008","5.7148","5.5274","8.9864","10.5978","10.8426","11.9377","7.8763","14.6107","10.5112","7.657","5.6199","6.3745","6.7195","6.4213","5.5446","5.3645","8.3474","8.9581","6.3769","7.6282","8.3361","6.0391","9.441","9.1149","10.142","8.0767","6.2141","12.1299","7.7942","10.7214","6.9606","7.8588","6.9746","11.4004","6.3527","7.8644","7.8318","8.9364","11.0292","11.4451","11.7332","10.6444","9.724","12.0692","11.1973","9.5404","8.4969","6.3343","13.4906","11.9829","11.4891","8.3919","6.1077","8.5891","5.7834","5.9807","10.9754","6.8832","11.1239","7.0251","9.7633","10.1047","14.1565","5.9977","6.2709","10.1291","11.8829","8.0576","12.3151","12.5913","9.9854","7.7347","10.9244","13.2367","6.8652","9.5714","7.2731","8.5594","8.2907","6.8131","8.7032","8.8489","12.4748","7.9901","7.0658","9.6248","10.7436","7.0253","9.5893","10.4727","9.7237","9.782","7.1992","9.2839","9.3435","8.0965","9.4496","10.3311","11.6344","9.6626","11.2048","12.2246","13.3412","9.8984","6.1481","9.5707","14.6108","10.469","8.5229","8.7701","11.1459","13.9","6.6356"
"CONTROL.GSM999996","12.0842","8.7113","8.7055","5.3928","9.9264","8.2526","11.3295","8.052","12.6923","8.5812","11.2004","6.3539","8.47","7.9676","8.2302","12.95","7.1515","8.0978","5.9883","6.0503","7.1853","6.7487","10.1584","8.6268","8.8839","5.4792","8.8279","6.1512","7.5679","6.75","9.8958","6.8012","8.2725","5.9203","8.5093","6.9302","14.0816","12.8532","6.6923","15.0801","10.4893","10.3672","7.4852","8.5166","11.4645","9.445","9.0653","11.6262","7.8988","9.8266","10.5248","11.0888","14.0177","9.917","7.5569","5.7611","6.1223","9.4976","6.6675","5.1816","5.7587","9.0729","5.8552","6.4676","13.1893","8.6786","7.595","7.672","11.8828","7.5562","9.2298","7.7854","6.7246","8.9367","7.5617","7.3491","5.7198","6.3937","6.2871","11.1693","8.2339","6.2247","10.9432","7.153","5.8999","7.4206","7.1498","9.9073","11.7839","10.1266","13.7916","11.3149","6.102","7.9523","9.5049","8.5437","6.466","6.2284","12.3156","6.597","11.8795","6.0591","5.4184","9.5686","12.0285","11.4571","10.4524","9.4601","13.835","10.6115","6.8406","5.5422","5.7715","6.3057","6.0997","5.4541","5.4529","8.3258","9.3708","6.0472","7.635","8.8862","6.0419","7.8297","8.5508","9.3665","8.031","5.7794","10.6777","9.2915","10.9443","6.623","6.7073","8.3676","12.3791","6.1824","7.3371","7.9719","9.8703","10.4923","11.5116","10.7049","10.3718","9.2594","10.6397","11.8423","8.6436","6.7906","7.5171","13.2735","12.7585","11.1195","7.3214","6.4297","7.183","5.6996","5.8841","10.8553","6.8802","11.2002","6.192","7.8746","9.7149","12.7783","5.5619","6.6766","9.7841","12.179","8.4907","11.8405","10.8615","9.4799","7.5525","10.1374","14.1359","5.8286","9.0649","5.9281","6.4351","7.7232","6.409","7.0765","7.3088","12.1524","6.4882","6.944","9.2615","9.7459","6.2918","10.2543","9.1107","9.2648","10.4788","7.4004","7.6544","9.672","8.6395","8.9569","9.8544","12.8962","9.929","11.1725","12.4723","12.7789","10.0243","6.1494","9.4671","14.5471","9.0808","8.4728","8.4222","12.0901","13.6007","7.0698"
"CONTROL.GSM1000002","11.859","8.8312","8.798","5.6775","9.2286","7.662","11.207","8.3569","12.7984","8.9661","11.5474","6.4929","8.2038","8.7961","8.0956","13.2702","7.1822","6.782","5.8057","6.058","6.8185","6.9589","10.4592","8.0455","9.991","5.4938","8.0453","6.1054","7.717","6.1393","9.0508","8.3631","7.6046","6.0366","9.0832","8.1518","14.2687","12.5888","6.6141","15.0427","9.2834","10.7207","6.4261","9.288","10.8091","8.4532","7.6558","11.4378","8.2334","9.6793","10.4606","10.6936","13.9009","10.0496","7.9546","5.8663","6.3404","9.4829","7.3111","5.2335","5.8883","9.8441","6.3608","6.5895","13.3318","9.6","8.1391","9.0712","11.7701","5.9809","9.8755","7.4839","6.8825","8.9267","8.6582","6.9475","5.6039","7.4644","6.492","11.6128","8.4326","6.0314","11.4484","7.6998","5.9625","7.3641","6.9965","9.3008","9.5997","10.9398","13.6226","10.5697","6.6681","8.511","9.3966","6.7048","6.9039","6.3568","11.7828","7.7142","11.8609","6.3055","5.5009","9.2444","11.4353","11.3895","11.3605","8.0683","13.9764","11.1794","6.8295","5.7715","5.7032","7.0053","6.6632","5.5064","5.5518","8.6261","9.6052","6.3691","7.57","8.2454","5.9462","9.4162","9.0865","9.0128","8.4937","6.153","11.4453","10.2172","11.2174","7.351","7.1594","6.5446","12.3289","6.6582","7.1083","8.446","7.4812","10.321","11.877","11.5939","10.1818","9.9365","11.3952","11.402","8.9425","7.4258","7.5416","13.0999","11.9967","11.6423","8.296","6.2759","8.3911","5.6906","6.8049","11.3258","7.4175","11.2164","7.5213","7.7026","10.0579","13.1021","5.9818","5.8183","10.2288","11.8807","8.8726","12.5315","12.0097","9.5274","7.5712","10.3309","13.3402","6.5472","8.7718","6.2515","7.9567","8.294","6.7395","7.8024","8.2454","12.5157","7.2265","7.7285","9.5595","10.3003","6.3304","10.2858","10.624","10.3015","9.3963","6.3151","8.6111","8.8759","8.7805","9.1812","10.6446","11.6736","9.7411","10.9304","12.2981","13.0294","9.4341","5.9887","8.3627","14.7079","9.7162","6.8589","8.1753","11.957","13.9534","6.8135"
"CONTROL.GSM1000004","11.2911","9.9042","10.065","5.718","10.517","7.5183","10.7135","9.2565","13.1462","9.1965","11.1989","6.4059","8.1277","9.2612","8.3273","13.3079","7.6152","6.8644","5.834","6.1313","7.2619","6.3059","9.2034","8.6055","10.4054","5.6138","7.9866","6.0586","8.6455","6.4348","9.7941","8.9576","8.03","6.2685","9.768","9.4043","14.5329","13.0112","6.515","15.232","9.802","10.3714","6.4887","9.5541","11.6279","8.8066","7.9113","10.7535","8.7947","9.4115","10.9634","11.268","13.6294","10.511","6.327","5.9202","6.0569","10.0785","7.4633","5.2543","5.688","9.9293","6.3968","6.7483","13.8015","9.2005","7.7087","9.5412","10.9037","6.2277","9.2177","7.7616","7.1331","9.3732","8.8248","7.203","5.7676","7.7988","6.3602","12.7943","8.7869","6.7552","10.5824","7.3767","5.7794","7.7801","6.8348","10.5033","10.3096","10.9519","13.9476","11.2874","6.5192","8.8173","9.3866","6.3841","6.6575","6.3682","11.7416","8.3524","12.5331","6.0151","5.6316","9.3027","10.7436","11.1921","11.8535","8.5066","14.2963","11.306","7.8639","5.7178","5.5677","7.7136","6.5786","5.4482","5.6573","8.5265","9.2986","7.279","7.4806","8.2467","5.9224","9.488","9.3295","9.5885","8.5129","7.009","11.4025","9.2509","10.8694","7.4759","7.4386","6.9816","11.9492","6.7326","8.1557","8.2681","8.1908","10.8563","10.7605","11.1707","10.6839","9.8308","11.3558","12.0522","9.6388","8.0786","6.6921","13.6026","12.5541","10.7493","8.6492","6.1355","8.6573","5.6856","6.8138","11.4645","7.0059","10.9532","7.4012","8.7955","10.1497","13.1195","6.1809","5.7478","9.7705","12.0568","9.1876","12.5463","12.8024","9.8188","7.8898","10.8167","13.4694","7.5143","9.4951","7.6821","8.704","7.9858","6.2835","7.9805","8.979","12.3909","8.3566","7.235","9.6699","10.2332","7.0852","9.8299","10.8841","9.8351","9.6733","6.1272","8.9118","9.3392","8.7105","9.2145","10.2962","12.3735","9.8682","10.5045","12.5872","12.9435","8.9999","6.0348","8.4067","14.56","9.9083","7.383","8.097","11.1269","14.0306","6.6697"
"CONTROL.GSM1000005","11.6781","9.8493","9.504","5.7282","9.9893","7.6795","11.4275","9.0163","13.0544","9.5167","11.4584","6.9834","8.4676","9.069","8.5366","13.5524","7.6233","6.9946","6.0556","5.981","7.4396","6.1374","10.0405","8.5276","10.2968","5.5914","8.4688","6.0348","8.5107","6.3139","9.9495","9.253","8.2456","6.0843","9.9283","9.1213","14.4504","12.8718","6.3917","15.0884","10.2547","10.1487","6.5811","9.948","12.0021","9.9048","7.4593","10.0804","9.0936","9.0091","10.6246","11.3525","13.7432","10.4309","6.4121","5.8364","6.2206","9.7401","7.9318","5.9187","5.7732","10.2378","6.5989","7.138","13.3403","9.425","7.1683","9.7611","11.4648","6.3587","8.8166","7.1083","7.169","9.2128","9.1556","7.2488","5.8957","8.1074","6.4084","12.2009","8.7429","6.3084","10.1733","7.4043","5.6739","7.7028","6.6796","9.7211","9.7976","11.2122","13.614","10.8954","6.053","8.7329","9.993","6.927","6.6926","6.4088","11.7869","8.7465","12.0575","5.9468","5.4989","9.3297","11.2653","11.2742","11.8005","8.6342","14.4096","11.5704","6.9211","5.7815","5.4621","7.0789","9.7914","7.6109","8.7813","8.4314","9.5901","7.5858","7.5828","8.2063","5.9941","9.5527","9.404","9.6928","8.8729","6.9778","11.3767","8.3154","11.1156","7.0515","7.7868","6.7636","12.285","6.7748","8.5834","8.3948","7.3077","10.4975","11.622","11.5427","10.5566","10.3555","11.591","12.0926","9.7166","8.4811","6.596","13.2171","12.3802","11.118","8.5775","5.9596","9.1036","5.7058","7.5073","11.4302","7.2441","11.5352","8.6787","8.9134","10.1368","13.6355","6.4099","5.9342","10.4411","11.9199","8.9532","12.8159","12.2289","9.8306","8.1442","10.834","13.6732","7.3979","8.8118","7.7657","9.1125","8.8711","6.5011","8.7029","8.9654","12.9816","8.5521","8.2556","10.2773","9.9973","7.1776","10.3285","10.7997","10.5242","9.1494","6.2761","9.4447","8.8021","8.9344","9.5763","10.9842","12.6791","10.1192","10.8736","12.5831","12.681","9.2302","6.0288","8.3061","14.6416","9.8093","7.4976","8.2602","11.9522","13.9546","7.7253"
"CONTROL.GSM1000008","11.5186","9.9101","9.9567","5.609","10.3066","7.0809","11.8024","8.8096","12.6787","9.8969","11.7895","6.6093","8.2249","9.7874","9.2698","13.2888","6.9679","7.0005","5.7802","6.1403","7.3172","6.9381","11.2303","9.2727","10.0885","5.623","7.938","6.2814","7.1199","6.8565","9.4223","8.2529","9.038","5.8249","8.7621","8.4433","14.2358","13.1003","7.6661","15.4758","10.1213","11.2984","6.6553","9.2607","11.7033","8.9052","7.2557","11.1805","9.5246","9.1511","11.689","11.4391","14.1319","10.5027","6.8776","5.9281","6.0757","10.6342","7.7099","5.2543","5.6824","9.3125","7.0448","6.66","13.6793","9.3125","6.3766","9.1471","11.4809","6.2367","9.2454","8.42","6.6652","9.4809","9.0391","7.0303","5.7074","7.9339","5.9364","13.4981","8.2422","6.9041","10.6938","7.736","5.8944","7.8447","6.8861","10.5792","9.3643","10.6198","13.4811","10.7027","6.1068","8.7649","10.1637","6.4181","6.0293","6.0894","11.9508","7.5264","12.371","6.2011","5.3453","9.5938","11.4521","11.3832","11.3913","9.501","14.1361","10.7956","6.2565","5.7556","5.5766","7.6812","5.7448","5.4583","5.4563","8.0579","8.8166","7.7693","7.4461","8.3036","5.9909","9.2352","8.9038","9.595","8.6505","6.5888","10.8345","8.5244","11.9303","6.3778","6.9641","6.0796","12.7223","7.2399","9.1711","8.296","10.0434","10.165","11.6924","11.9931","9.5666","10.2902","11.3057","12.4538","9.5379","7.3686","7.2234","13.079","13.1424","10.9283","8.4541","5.855","9.4202","5.9122","6.7043","11.819","7.3391","11.7873","6.2407","8.8163","10.1586","12.6601","6.3077","6.3897","10.5987","11.2515","9.077","12.9185","12.6641","9.3551","8.0437","10.8136","14.2291","6.9209","11.0297","7.053","8.239","8.764","6.0934","8.6832","9.0984","12.5109","7.8023","7.6738","9.7061","10.598","7.7215","10.311","10.4705","10.2029","9.5109","6.2476","9.6752","9.837","8.899","9.1357","11.5018","12.6827","10.633","11.5962","12.7874","12.6288","8.8194","6.5851","8.5678","14.2841","9.5322","7.7282","8.565","11.6807","14.2316","6.5238"
"CONTROL.GSM1000009","11.2567","9.3763","7.7839","5.4975","7.5759","8.3264","12.0609","8.1575","11.8848","8.4697","10.9059","7.9862","9.1631","6.1849","9.7991","12.8767","8.2111","8.9854","6.2742","6.5683","7.7439","6.5778","12.1103","8.5324","9.1371","5.4624","9.2946","8.7794","7.7966","6.3745","8.9536","6.2861","9.7254","6.1617","8.0071","8.051","13.5747","10.1377","6.1789","15.1159","10.4646","9.7565","8.5097","8.9241","10.9","8.891","8.9578","10.3568","6.7026","10.1111","11.3635","10.1653","13.4824","11.1448","10.7441","6.3637","7.3826","8.2003","7.5246","5.306","5.8138","8.6301","6.8373","6.8868","14.2654","9.7353","6.7257","7.4978","13.5291","8.0013","9.7497","8.4514","7.7072","8.5695","6.7133","8.6996","7.0111","5.9527","7.35","8.1201","9.2776","6.0688","12.0159","7.6826","8.6476","8.5413","9.7526","8.279","7.5297","10.98","14.1739","10.5753","6.7483","8.2902","11.1137","6.4011","7.03","6.4067","11.9644","6.9949","9.7031","5.7676","5.4394","10.5383","9.1916","12.2523","9.9955","6.8263","12.3574","7.6637","7.0564","5.5253","8.6742","6.3826","6.2202","6.287","5.386","8.3143","7.7477","5.7501","8.0309","9.6515","6.1068","8.9693","8.5312","9.5884","7.5467","5.4607","11.6493","8.5555","12.1747","7.574","7.1249","7.6413","13.3535","6.495","7.2355","7.722","7.3826","11.212","12.9842","12.553","8.5638","10.9184","10.9324","11.4798","8.6648","7.6025","6.2575","13.974","12.2605","12.2002","7.0614","6.1561","7.1414","6.1458","6.4514","9.863","7.6497","11.0691","6.3026","8.745","8.0385","8.7332","5.5772","6.3864","9.4469","10.3874","7.8312","12.5111","10.0049","8.323","7.551","10.0476","12.9416","5.9668","6.5752","5.9259","8.2255","6.8885","6.7137","9.1864","7.1255","11.6842","5.7908","6.9769","8.4446","9.5641","6.3374","8.7866","7.1336","9.9562","8.4525","7.4149","8.1044","10.1928","7.4818","9.1949","9.534","12.0595","11.1925","11.5522","11.6264","13.0958","11.0624","7.3205","11.4665","14.5534","8.0108","9.0005","11.4758","12.6632","13.8253","6.0983"
"CONTROL.GSM1000010","11.6092","9.9987","9.4603","5.5131","9.722","7.645","12.5177","7.9648","12.4572","8.889","11.7273","7.5587","8.9716","8.7059","8.8039","13.0809","7.1103","7.6056","5.9537","6.0274","7.9884","6.1704","10.799","9.1127","9.6906","5.5342","9.6224","6.1935","7.2383","6.4943","9.8609","7.411","8.2749","6.0245","8.0298","7.7783","14.6252","11.6783","6.406","15.1623","10.2378","10.6064","7.2478","9.5259","11.1904","9.8203","8.2349","9.8526","7.8509","9.3652","10.5622","10.7538","14.4862","10.073","8.1861","6.1066","6.895","9.7315","7.9783","5.3303","5.6074","9.6536","6.3631","6.5551","13.2632","9.5022","6.7941","8.2387","13.4177","6.6619","8.4314","7.5658","7.0168","9.3662","9.1894","7.3846","5.8449","7.0563","6.3498","11.1601","9.256","5.9772","11.6597","7.7392","5.9981","7.5798","7.4519","9.4576","10.1248","10.7932","13.4333","10.0093","6.1938","8.5929","10.2732","7.1942","6.6241","6.4851","12.4393","7.635","11.6498","6.0714","5.4344","10.2129","10.7698","12.1196","10.8898","8.234","13.3594","10.6123","6.317","5.7438","5.7965","6.4979","6.2175","5.4765","5.4642","8.5202","9.0393","6.1605","7.682","8.6574","6.0215","8.5973","8.6026","8.962","8.4461","5.7825","11.5204","8.8153","11.8792","6.6892","7.873","7.0293","13.5542","6.5064","8.3545","7.746","11.1269","10.2736","13.2631","13.11","9.2343","10.8889","11.5374","12.2445","9.7824","7.6343","6.5456","13.0383","12.4332","10.4411","7.4652","6.0613","8.2712","5.689","6.099","11.4","7.283","11.3877","7.3338","8.4195","9.4168","12.9046","5.8074","6.179","10.4402","11.1859","8.5809","13.1549","10.4691","8.9509","7.8424","10.1894","13.9541","6.0895","8.8928","7.4276","8.975","7.9156","7.0707","7.7223","8.0395","12.9249","6.6581","8.5685","10.2282","9.3734","6.5021","10.7849","9.3677","10.5076","9.0034","6.7351","8.6211","9.2965","8.3382","9.2821","10.7934","12.9393","10.9958","11.8506","12.3229","12.2973","9.8665","6.2263","8.9038","14.4349","9.5633","8.0274","8.7031","13.5246","13.5434","6.7927"
"CONTROL.GSM1000014","10.2409","10.522","11.4518","5.5852","11.5114","8.1066","11.0345","8.7028","13.345","9.3363","11.3452","6.2215","7.8506","8.4561","9.1404","13.1153","7.4565","7.0202","6.297","6.2134","8.8166","6.7294","10.2971","9.2684","10.1932","5.6191","8.8676","6.055","7.2889","6.6376","9.4971","8.2883","9.0035","7.0582","9.5957","8.6592","13.9479","12.5465","6.6681","14.9885","9.822","9.9383","6.0187","9.4892","12.0858","10.5809","6.9801","13.1099","9.4088","9.6979","11.1173","11.2178","14.662","10.6396","5.9354","6.0122","6.7471","9.7196","7.8336","5.3232","5.8816","9.9807","7.5018","6.4991","13.1348","9.1616","7.0593","9.0982","11.1806","6.4726","8.7879","8.5077","7.4885","10.6746","8.1175","7.6444","5.8947","7.3095","6.4626","12.5266","8.9819","6.3678","13.2773","7.5147","5.9097","8.8739","7.1864","10.5646","11.6404","10.7481","13.3639","11.3781","6.1739","9.2806","10.0234","5.9837","6.8068","6.5894","12.9096","7.3437","11.8676","6.2965","5.5421","9.8223","12.0876","11.1158","11.0819","9.5102","14.3208","11.1201","7.7328","5.8536","5.4763","7.577","6.4527","5.6795","5.5118","8.9832","8.4648","6.5086","7.7835","8.2592","6.2619","8.4211","9.2258","10.5288","8.632","6.4401","10.8699","10.7229","10.8201","7.4038","7.6844","6.7506","12.744","7.5213","8.4915","8.1895","13.9526","10.4612","11.1119","11.0425","10.3535","9.1418","11.5483","12.7061","9.6431","8.0692","8.6542","13.0451","12.6666","11.8089","8.6901","6.5913","8.7129","5.7512","6.8094","11.2633","7.2546","11.1907","8.5133","9.2231","9.7914","14.0368","6.0834","6.0617","9.7498","11.9749","8.8661","13.0244","10.9128","9.7131","9.299","10.0099","14.2048","8.608","10.6247","7.4076","7.3931","8.5553","7.0099","8.1572","8.7832","12.0864","9.2731","8.0345","9.7914","10.31","6.882","10.028","10.2068","9.3716","10.3931","6.3532","8.2231","10.097","9.0983","9.3872","10.4174","13.0206","10.8697","10.8035","12.4648","12.4257","8.9907","6.1932","8.6255","14.2197","9.5238","7.0325","7.6273","12.298","13.0431","7.1727"
"CONTROL.GSM1000015","12.3775","9.7814","10.2516","5.3937","9.7077","9.3755","12.2143","7.6813","12.8372","8.6448","10.4214","7.7043","10.0962","7.5834","9.2086","12.5486","8.0729","8.6563","5.8191","6.66","7.8369","6.8197","11.6517","9.393","9.1478","5.4354","10.022","8.1531","8.1119","6.6384","9.8215","5.978","8.3954","6.1875","8.1742","6.3288","13.9114","10.683","6.9526","14.7224","8.9369","10.8518","7.941","9.0868","11.1408","8.3306","9.9753","8.6312","7.0036","10.696","10.4083","11.0328","13.7016","10.7823","9.4077","6.0897","6.5342","10.3366","8.3228","5.2057","5.7281","9.1721","6.0918","6.5965","13.2073","8.3702","8.8111","7.9064","11.1106","7.911","10.3017","9.3122","6.7274","8.204","6.9662","8.4414","5.8664","6.1952","6.4804","9.9774","8.5013","5.8044","12.2657","8.6009","6.1249","7.7558","8.2078","9.1825","10.22","11.1337","13.0953","10.7263","7.4024","8.3554","11.071","7.7139","8.0816","6.8453","10.4328","6.5719","11.3949","6.0335","5.457","8.7359","9.9819","10.1104","9.7484","7.7995","11.8321","10.221","8.0225","5.5365","6.2118","7.1923","6.4191","5.9838","5.466","7.8483","10.1373","6.0014","7.9291","9.8427","6.3596","9.0061","7.9389","9.8364","7.8218","5.5752","11.1994","10.378","9.8388","7.4732","7.0666","7.3475","12.3268","6.7473","7.0454","8.7361","9.9427","11.4242","11.1204","10.481","9.8534","9.5731","10.8025","11.1373","8.1624","8.5695","8.1149","12.7711","10.5917","12.1057","8.5931","6.3247","6.4377","7.3173","6.2332","9.2928","7.3919","10.15","6.13","8.619","9.3925","12.6755","5.5067","6.208","8.6491","11.4884","7.3049","11.6083","9.216","8.4487","8.9385","11.0987","13.0753","7.081","8.8217","5.8744","6.8692","8.3025","6.4104","8.1224","7.0439","11.1812","6.0264","6.7094","8.2319","10.4123","6.1402","10.2472","7.382","9.2021","9.6554","7.4549","7.7252","10.1336","8.6006","9.0605","8.7081","12.5349","9.5087","12.0599","11.2608","13.0528","10.6129","6.565","10.8865","14.6536","10.0472","10.0597","11.9327","11.1942","13.4708","6.4115"
